full_text,sentimen
"rakyat minta pemerintah mengembalikan uang pajak yang sudah digunakan untuk MBG penyebab banyak anak keracunan itu, termasuk uang kaos kaki, uang semir sepatu, uang motor listrik, dan uang apd!",netral
@aku_NKR1 @ctan666 semoga buzzer bgini matinya ketabrak mobil mbg,negatif
"TW // GIGI LUBANG

💚 Halo aku dokter gigi muda (koas) FKG lagi cari pasien GIGI GOYANG DAN GIGI BERLUBANG BESAR MAU DI PSA yg ingin perawatan gigi GRATIS di RS Jakarta Pusat. Bersedia datang kunjungan berkala. Berikut syaratnya👇

☎️WA : TERTERA DI GAMBAR (Titipan) https://t.co/7P5EKDGMBX",netral
"@sbyfess Opo contoh e? 
Gaji kalah karo pegawe MBG? 
Horor poll wi",netral
"@tanyakanrl Semua ini tidak terjadi kalau prabowo stop kopdes merah putih dan mbg lalu fokuskan anggarannya untuk perbaikan transportasi umum,jalan raya,pendidikan, dan kesehatan 

Well☕️☕️☕️",netral
私は、政府にMBGプログラムを完全に停止してもらいたいです。このプログラムは、すべての面で欠陥だらけで、問題が多すぎます,netral
"@LambeSahamjja Efisiensi Hanya di tingkat bawah, sebagai kedok untuk menarik semua anggaran ke pusat. Penggunaan nya untuk kegiatan Mega proyek Bancakan semacam MBG,KDmp, dan pengadaan2 lembaga seperti ini. pembangunan di desa dan daerah macet hampir total.",negatif
"BGN: 1 Dapur MBG Butuh 10 Ton Gabah dan 120 Pohon Pisang per Bulan
https://t.co/SfvtzjvM3E",netral
"@blinkmf kak mau ih, entar aku kasih kamu mbg adik aku",netral
"@BiLLRaY2019 Jgn ada MBG LA 
mending bikin perusahaan atau apa gitu 
Biar.  Banyak yg GK nganggur 
Dari pada jadi tinja uang terliunan",negatif
"Satu piring nutrisi hari ini, tujuh kali lipat manfaat ekonomi di masa depan. Program Makan Bergizi Gratis (MBG) bukan sekadar makan siang, tapi investasi nyata untuk mencetak generasi emas Indonesia yang lebih sehat dan cerdas. https://t.co/XV2XfGm8MZ",positif
"@Yoechan_ @DolfieOtay @baronko_cole @b3l4h4nh4t1ku_ @TukuQ_86300 @A5l1n9_4la_m_ @ArdieSuhardi321 @OktermanLkmn @se_raden997370 @PahetKopi28207 @FreeStranger13 @secr3thm4nz56 @4nw4r__84 @C1ntaT4nahA1r3_ @Anto1157 @perangutan23 @Udinsam_dua @Darmara02177184 @sampalle @bale_imut @Al355555 @NunutUswatun #MakzulkanWapresBadut 
#MakzulkanWapresBadut 

@Sumanto59653397
@RENIEKA2012
@Amans4
@Enggang_Kaltim
@dankelha
@KiYang4343
@toniwahyudi21
@NawawiAlMaroni
@RusdiridwanS
@abah_mumtaz
@snazbelle
@W1lL_AngelRoses 
@SR21881

3. PSI menipu rakyat dgn janji 50 juta lapangan kerja https://t.co/aIhExqazEK",negatif
Karena JATAH PREMAN makanan MBG tidak boleh LIBUR . BANGKE SEKALI SI BOTAX LAKNAT ini.,negatif
"@Txtdariiugm Sama sama bijak, yg ga bijak pempus MBG",negatif
"Fokus MBG diperjelas supaya bantuan gizi makin tepat ke anak yang benar-benar membutuhkan.  
#MBGTepatSasaran #GenerasiSehat https://t.co/GsdWFszLAH",positif
"Jadi inget kejadian minggu lalu, gw ngopi &amp; makan di kopken sambil nunggu dijemput. Ada 3 org di sebelah meja gw makan nasi dri fm anjrit. Maksud guweh, di fm kan ada kopinya juga. Kenapa u ga ngopi dan makan di fm aja gitu??",negatif
"kkyuping: day 1 menjadi cupil mbg. ini asisten ak 🐰
jjopoo: alo ak jjopoo 🐻 doakan semoga kkyuping bisa nginjek remnya yh https://t.co/YEDPkizBQF",netral
"Sejumlah akademisi dan pengajar hukum tata negara yang tergabung dalam Constitutional and Administrative Law Society (CALS) menyoroti penempatan program Makan Bergizi Gratis (MBG) yang dialokasikan dalam anggaran pendidikan. Melalui perwakilannya, Bivitri Susanti, CALS menilai https://t.co/KW12XUveOu",netral
"*ladnsfw AH! Sayang! Jangan digigit pentilku, oh maaf kitten daddy sange berat (digenjot brutal) ah ah ah ah (tiba-tiba gaya helikopter) aduh palaku pusing yang, mau gaya lain :( gaya apa? ubur² kamu bisa ga? Ap sih yg enggak buat kamu kitten, rawr (trs jd gaya mbg) https://t.co/Ntvd814ENM",negatif
"@fbrreds Wowo ingin ngelanjutin apa yg soeharto gagal ngelakuin, 
Full throttle extraction.
Mbg, kopdes, danantara, lahan hutan, tambang, dsb 
 Akan di keruk total secara membabi buta oleh kelanjutan keluarga takus antek asing ini.",negatif
@_riverheaven Zika dana MBG gak cair 😂 https://t.co/vyTLtKiESy,negatif
@detikcom Pintu palang K.A padahal cuma butuh 3 hari MBG.. Jutaan Nyawa selamat !!.. 🔥 https://t.co/SIcC5ahgrQ,negatif
"Muhammadiyah udah mikirin pendidikan dan kesehatan, pemerintah buat program mbg aja gak gablek.
MU selangkah lebih maju 🤭 https://t.co/2q95fqaUgy",positif
Asal mula MBG..,netral
"@Muslim_AntiPKI9 Program MBG ini di asumsikan investasi yg untuk jangka lama 30-40 thn dg modal yg sangat besar 😮tapi modal ini sekarang masih sampah untuk 30 thn yg seharusnya investasi itu ada balik nya setiap tahun, ini bukan menanam tapi membuang😮 so stupid",negatif
"🎲 Belajar Gizi Jadi Lebih Menyenangkan!

Prodi Gizi UMHT menciptakan karya Monopoli Gizi Seimbang yang telah terdaftar di HAKI

Bukan cuma bermain, tapi juga jadi media edukasi biar makin paham pentingnya makan gizi seimbang 

#monopoligizi #edukasigizi #gizigenz https://t.co/ObH0ulyCea",positif
"dapur mbg yang ga beroperasi sementara tetep nerima insentif 6jt per hari

how fucked up is this country sementara guru, nakes masih banyak yang digaji ga layak.. https://t.co/8YcOlzD4Kt",negatif
"@tanyarlfes Mau mecatin semua anggota dewan yg kerjanya gak becus, hukum mati koruptor, hukum mati pedofil, anak dibawah umur yg melakukan kejahatan berat (membunuh,memperkosa) harus dipenjara, mensejahterakan guru-basarnas-damkar, stop mbg alihkan dana buat pendidikan dan kesehatan",negatif
"Menkomdigi Meutya Hafid Tegaskan Teknologi Perkuat MBG, Penyimpangan Distribusi Bisa Ditekan

Menteri Komunikasi dan Digital, Meutya Hafid

https://t.co/k78cdIOe0z

 #golkarsolid #partaigolkar #golkarpedia #bahlillahadalia #meutyahafid https://t.co/VLig5fNd2V",netral
@other_europe Either that or UK rejoin the EU,negatif
@PrabawantaSri @VerenaSusilowa1 @DudeRafay60339 @NgkongRoses @Annas_Cim @Music_Cadas @Hermoyliana @EviDrajat @HumorJonTampan @jurigh107 @RickyKardjono Hahaha...spt MBG aja bancakan,negatif
"BISMILLAH
ASSALAMUALAIKUM
TAGAR RONIN BENIH GARVO  
MOHON BANTU SUARAKN
DENGAN 2 TAGAR SAMA DAN JANGAN CAMPUR TAGAR LAIN

#MakzulkanWapresBadut    
#MakzulkanWapresBadut    

Kita mulai jam 08:00 pagi.

🐞Vivere Simul, Simul Morietur🌺 https://t.co/jIe7SNBfRc",netral
@tempodotco Yg lain selain MBG ambyaaarrrr https://t.co/6Lyr08E3YC,netral
"@BimoTjontong @beeeemooooo Hooh, yang gabisa hedging nilai karena gajinya kecil mulai nimbun makanan makanya harga pangan naik itu selain kesedot MBG. Udh pada khawatir beberapa bulan kedepan apalagi makin keliatan susah nyari duit kalo ngelihat langsungdi kalangan bawahnya",negatif
"@DudeRafay60339 Upppsss...! Rame bro. Ada fasilitas resto + cafe yg bagus. Asuransi bisa menanggung biaya makan-minum pasien Rp750k/hari (tergantung kelas asuransi).

Ini brilian secara ide bisnis.✨

Gue kebetulan suka mengamati hal² gini, dan sengaja pilih jam kerja sembari ng☕pi di sana.",positif
"@keisthoughts Program buang2 anggaran.. Gw komplain menu MBG anak gw yg balita tapi tetep gak ada perbaikan dari SPPG. Malah dowgrade gizi..  giliran di viralin nanti di tuntut ITE..
Harusnya fokus ke daerah yang banyak kekurangan gizi saja atau fokus ke keluarga yang kekurangan saja..",negatif
"@Jakartalk Pokoknya sejak ada program MBG rakyat tau klo pemerintah punya duitnya, ga ada alasan klasik dr mereka klo ga bisa jalankan program karena tdk ada uangnya. Cuma butuh politikal will aja dr pemerintah",positif
@Annrran_ @dittolongdit Yoi bang uang zakat 200 juta ringgit kena korupsi. Makannya modelan gini pada keluar semua buat pengalihan isu 😹,negatif
"Apabila anda ingin melakukan perawatan gigi TANPA pungutan biaya (semua biaya saya tanggung)👇 berikut syaratnya 

Kontak :
☎️https://t.co/TkVYHq8YiU

#sakitgigi #gigilubang #pasiengigi #gigigoyang  #tambalgigi #gigipalsu #scalinggratis #koasgigi #fkg #gratis #doktergigi https://t.co/HCm4nnq1k8",netral
Pulangnya makan mie dulu karena baru inget kalo cuman makan bubur aja (maaf) dan yg buka 24 jam cuman ini doang. Trus unboxing freebiess!!! https://t.co/8b0ztXdqLB,negatif
@tanyakanrl penting anjing,negatif
@PaulTweetsRIP Lions legend Tyrus Wheat,netral
"@tanyarlfes 1. tuntasin kasus kejahatan HAM 
2. perampingan jajaran jabatan supaya 
3. benahi dialog intensif ke OAP tanpa intervensi militer
4. merombak MBG dan Sekolah Rakyat
5. menghapuskan KDMP",netral
Sehat-sehat warga di negara yang sakit.,negatif
@queengestella @NeoSoulAI kasih makan MBG https://t.co/T2Ytok56Nx,netral
"11 Pelajar SD di Deli Serdang Diduga Keracunan MBG, 8 Dirawat di Puskesmas Pagar Merbau...

Sebanyak 11 pelajar kelas VI SD Swasta Terpadu As Syifa di Desa Jatirejo, Kecamatan Pagar Merbau, Kabupaten Deli Serdang, diduga mengalami keracunan setelah mengonsumsi menu Makanan https://t.co/4xFJBvzjUp",netral
"@katthariinaa @akbarahmad2277 Nah kan, ada juga ancaman spt ini..😱🫣
Kita ngga tau kejadian2 di balik ""MBG"" ini...
Ini juga termasuk paksaan yg aku maksud bang @Haende_hnd ..
Kadang murid ""dipaksa"" makan demi titik2...😁😁",negatif
@Si_senor__ Nah iya .. mungkin terinspirasi dari ceo mbg 😭😭,netral
@AnakLolina2 Semenjak ada MBG semua kebutuhan pokok di pasar melambung tinggi terutama plastik minyak sayuran ayam naik Semua presiden mana tau wong laporannya bagus2 semua dari bawahanya.,positif
@P3gEl Memang keterlaluan mereka . Lihat saja kualitas orang orang yg di rekrut di MBG ini aneh aneh begini 😭,negatif
"ada yg bisa editin jadi bangun dapur mbg ga? 

😅😅🤣 https://t.co/Qdo0mw3Es7",netral
"@KapudS640 Harusnya program MBG itu gak buka tender tapi bikin dapurnya di setiap sekolah itu baru efektif. Semua pihak dari kepala sekolah, guru, murid, sampai orang2 dapur yg masak ya ikut makan menu yg sama gak boleh ada menu yg dibeda-bedakan",positif
"@ctan666 Adikku juga gak mau makan mbg, tetep bawa bekel makan dari rumah wkwkwkwk",negatif
@f2fdutchmilf Kom maar langs krijg je massage en ga je daarna op me gezicht en harde lul rijden,positif
di saat2 moment seperti ini gw MARAH banget kalau diingat lagi anggaran untuk basarnas dipotong untuk MBG 😭 bener dzalim,negatif
"@ardi_tama1 kemarin baca dimana, katanya semua ini buat persiapan PD3, bikin MBG buat persiapan dapur umum, kopdes buat distribusi logistik, dan 300 FK ini mungkin buat periapan nakes",netral
"Program MBG di NTT membuka lapangan kerja bagi warga rentan, terutama perempuan, sekaligus menggerakkan ekonomi lokal melalui penyerapan hasil pertanian dan rantai pasok daerah.
https://t.co/ziwBKRsDOb",netral
"@AnkerTwiter @prabowo Harusnya ke 2 proyeknya jalan dibangun bareng.
Duit buat MBG aja ada.",positif
"Aku open netflix harian yaa, yg mau yuk bisa order via wa💐📩
https://t.co/l6Jbd31dHD
🛍️࣪ ִ𝗻𝗲𝘁𝗳𝗹𝗶𝘅 𝗵𝗮𝗿𝗶𝗮𝗻 
𝟤𝗎 𝟣𝗉 𝟣𝖽𝖺𝗒 : 5k
𝟣𝗎 𝟣𝗉 𝟣𝖽𝖺𝗒 : 6k
𝟤𝗎 𝟣𝗉 𝟧𝖽𝖺𝗒 : 10k
𝟣𝗎 𝟣𝗉 𝟧𝖽𝖺𝗒 : 12k
𝟤𝗎 𝟣𝗉 𝟩𝖽𝖺𝗒 : 13k
𝟣𝗎 𝟣𝗉 𝟩𝖽𝖺𝗒 : 16k
#zonauangㅤ",positif
"Camilan buah dan sayur kering, lebih sehat, tanpa gula dan rendah kalori 🍓🍌🥦🍄‍🟫

a thread https://t.co/Cvqdw2lMM3",positif
@direktoridosen Dulu di Pesanggrahan deket UIN ada warteg Mamake. Masih zamannya nasi + sayur + telor cuma 6 ribuan. Rasa cenderung manis gurih..,positif
"Ibu dan Istri itu bangun paling pagi, tidur paling malem. 
Bangun pagi menyiapkan sarapan anak dan suam sebelum berangkat kerja. Setelah pulang kerja masak buat si bayi karena klo besok dimasak g kekejer. 
Menu makan malam untuk si abang (7 Tahun) dan Suami : BELI 
Tidur? Jangan",netral
"@Boediantar4 Jng bidik rakyat terus menerus
Anggaran belanja habis krn mbg
Sisihkan 2,5% gaji para pejabat untuk tambal sulam",negatif
"Voucher Telur 50%
🗓️ 27 Apr-3 Mei
⏰ Restock 09:00

📌 Diskon 50% s/d 15rb (minbel 20rb)
📌 Maks 3x per periode

Cari produknya di sini
https://t.co/DfVgzeA9OO

List seller Jabodetabek &amp; Jawa Barat
Jabodetabek
Segari Jaktim
https://t.co/vOviXrfUaI
Segari Jakbar https://t.co/7OycDpVEoO",netral
"AKU CINTA ROTI ABON DAN ROTI TIRAMISU. COBA KAMU ROBEK ISI DADAKU, ISINYA AKAN PENUH DENGAN ROTI ABON DAN ROTI TIRAMISU. SETIAP HARI AKU WAJIB MAKAN MASING-MASING ROTI ABON DAN ROTI TIRAMISU. TANPA ROTI ABON DAN ROTI TIRAMISU HIDUPKU BAGAIKAN MAKANAN TANPA MICIN",positif
Sekalipun katanya #PemerintahSiapDebat tapi ujungnya dijalan malah disiram air keras seperti Andrie Yunus https://t.co/s1WV65la94,negatif
Moratorium dan Perombakan Total Program Makan Bergizi Gratis (MBG) - Tandatangani Petisi! https://t.co/H3sHSS417p lewat @ChangeOrg_ID,netral
"BGN menegaskan tujuan utama program Makan Bergizi Gratis (MBG) mengubah pola pikir masyarakat tentang gizi, bukan sekadar memberikan makanan kepada penerima manfaat.

""Harus ditanamkan bahwa semua anak Indonesia berhak mendapatkan makanan bergizi. Namun, dalam pelaksanaannya, https://t.co/0Wrs65TyP7",netral
"News :🚨Kepala Badan Gizi Nasional (BGN), Dadan Hindayana, menyatakan bahwa program Makan Bergizi Gratis (MBG) merupakan intervensi penting untuk memperbaiki kualitas gizi dan menjadi fondasi pembentukan sumber daya manusia (SDM) yang berkualitas. https://t.co/d99Wuexah5",netral
Moratorium dan Perombakan Total Program Makan Bergizi Gratis (MBG) - Tandatangani Petisi! https://t.co/3ShKC1FNfn via @ChangeOrg_ID,netral
Moratorium dan Perombakan Total Program Makan Bergizi Gratis (MBG) - Tandatangani Petisi! https://t.co/0jVCm6TMDs via @ChangeOrg_ID,netral
"@justikanew @direktoridosen @menuembegejelek Nih Grok ya yg Jawab 
Pendidikan gratis dan MBG (Makan Bergizi Gratis) sama-sama penting, tapi pendidikan gratis lebih fundamental dan strategis dalam jangka panjang untuk membangun Indonesia yang maju. MBG bisa menjadi pendukung yang bagus, tapi bukan pengganti.",positif
"Mending ganti jangan makan bergizi gratis tapi makan siang gratis. Gue liat2 menu makanan jauh dr kata bergizi.
Anak TK di kasih teri kacang wkwkwk. Iya ada aja yg doyan tapi ga banyak. https://t.co/zUbzBHKHeT",negatif
Program MBG (Makan Bergizi Gratis) membantu memastikan setiap anak mendapatkan haknya untuk hidup sehat dan berkembang maksimal. Hasil riset MBG https://t.co/Adm7UDT2Dk,positif
"@seirvec ITUU SNACK tapi nasi... dia ada isian sayur, tempe, atau gak daging ayam gitu!! luaran nasi dilapisin telur tipis dan nanti bungkusnya pakai daun pisang :3 enak bangeeeet kenyang https://t.co/sri6oT225S",positif
"Kalo gw sih simple, ada free lunch alias MBG yg beneran bergizi sesuai pedoman gizi seimbang “isi piringku”.

Soalnya gw merasa setengah masalah hidup gw hilang karna gak perlu lagi musingin mikirin makan siang apaan setiap hari.",positif
"@somexrecom yah namanya juga dipupuk sosmed, di pupuk MBG 
hasilnya walaaaa
efek regulasi untuk guru yg dilemahkan, kalau di hukum nanti dilaporkan polisi, ortu tidak terima, akhirnya siswa semakin arogan karna yakin akan dibela",negatif
"Program Makan Bergizi Gratis (MBG) yang telah berjalan selama 1 tahun 3 bulan berhasil mengubah karakter siswa menjadi lebih bersemangat dan lebih paham soal gizi.Menurut Kementerian Pendidikan Dasar dan Menengah (Kemendikdasmen), program MBG terbukti:

▪️ Meningkatkan kesehatan https://t.co/8KH66rbNwK",positif
MBG (Makan Bergizi Gratis) hadir sebagai bentuk kepedulian terhadap masa depan anak-anak Indonesia. Hasil riset MBG https://t.co/yG7vaofU0Q,positif
"Gw dulu sekolah sambil jualan cireng isi, tiap pagi bangun jam 3 buat goreng cirengnya trs berangkat naik motor revo taro didepan dan dihempit pake kedua paha, jarak ke sekolah itu jauh bisa menempuh waktu 40menit, dan lewatin pasar yg sering macet, pernah suatu ketika pasar",positif
"@didepancangkir Harusnya jawab aja ""Bisa. Bisa ku tonjok muka kau"". Kenapa ya, orang2 mbg ini otaknya suka ga dipake. Pernah baca juga ada yg nawar harga makanan jauh banget di bawah harga asli, mau untung buat mereka tp ngerugiin pihak lain. Stressssss semua",negatif
@raihanaulia_rar Ya MBG kan urusan APBN.. bukan APBD,negatif
"Dampaknya sampai ke mereka, ini termasuk luar biasa, sekali lagi sayang rusak Krn berita buruk dari BGN.

Dari Jalanan ke Sawah, Kisah Petani Punk Gunungkidul yang Kini Pasok Dapur MBG.
https://t.co/2mFxiOsbhH https://t.co/eyoShLu3CE",negatif
"Sebanyak 8 siswa SMKN Tambakboyo Tuban Selasa (14/10) siang terpaksa dilarikan ke puskesmas setempat usai makan menu Makanan Bergizi Gratis (MBG)...

Para siswa itu mengalami keluhan mual, sesak nafas hingga sakit kepala usia menyantap MBG berupa nasi goreng dan buah naga yang https://t.co/kFtQsDs3gO",negatif
"Prabowo ini kan terinspirasi dr makan siang gratis di China hrsnya juga bisa belajar dari China. Mereka dapurnya higienis, lauknya juga bener2 bergizi, dapurnya bermasalah lgsg diselidikin ga nunggu sampe keracunan masal. Inget udh dr bulan Febuari loh.
Lo tu ga terima kritikan.",positif
"Ya allah gw tadi ada baca opini siapa dah tadi di timeline yg bilang MBG tuh makan siang biasa, cuma namanya aja yg makanan bergizi gratis😭😭😭😭😭😭😭",negatif
lu diem atau gw timpa ompreng mbg,negatif
@dibawahgaris_ @unmagnetism feeling gw komik mbg bisa tembus pasar jepang,negatif
"Saya lagi pengen makan BUAHNYAKK

Bapao Ayam Panggang Angettt

30 mangggkukkk sampai kenyang MENTOOKKKKK!

Disclaimer on: bukan ajakan jual/beli, tidak diajak, jangan pernah merasa diajak.",positif
MBG (Makan Bergizi Gratis) hadir sebagai bentuk kepedulian terhadap masa depan anak-anak Indonesia. Hasil riset MBG https://t.co/C6Ir581trA,positif
@unmagnetism Bersyukur generasi yg udh lulus sblm ada MBG,positif
"Tak ada bahan ""bergizi"" Dalam ""Makanan Bergizi Gratis"" 😅

Dah bener harusnya nama proyeknya ""Makan Siang Gratis"" Karena makan siang gaharus bergizi, yg penting kenyang.",positif
@anknkf @toxipc Dia sekaya apa ya? Anak konglo? Punya dapur mbg brpa?,negatif
"@menuembegejelek Mumpung mereka berhimpun, tolong ingetin presiden, kabinetnya dan juga para orang berduit pemilik dapur MBG.

Kepanjangan G=Gratis.

Jadi, suruh mereka menggratiskan MBG, masa MBG dibiayain APBN sih.

Malu-maluin,,",negatif
"kopi, bensin, mangga, ayam bakar, ayam penyet, soto",netral
"Paket Makanan MBG di SMKN 3 Payakumbuh Siswa Temukan Ulat Pada Sayuran

Program Makan Bergizi Gratis (MBG) kembali menuai sorotan setelah sejumlah siswa di SMKN 3 Payakumbuh menemukan ulat dalam sayuran yang disajikan pada paket makan siang, Jumat (13/9/2025)
#DOTS #PAES",netral
"Program Makan Bergizi Gratis (MBG) bukan sekadar makan siang gratis. Ini adalah strategi besar untuk menurunkan stunting, mengurangi kemiskinan, dan memperkuat ketahanan pangan lokal. 
#makanbergizigratis #gasssnow #satuindonesia https://t.co/MaYmw6zHUL",positif
"Kota Serang saat ini telah memiliki 52 dapur MBG dari 83 target. Hal tersebut di sampaikan Wakil Wali Kota Serang, Nur Agis Aulia di agenda rutin memantau proses pendistribusian Makan Bergizi gratis bagi siswa sekolah, Senin (20/10) siang. 📸Mae
#BeritaElshinta https://t.co/ZTv8oaBQL4",netral
Moratorium dan Perombakan Total Program Makan Bergizi Gratis (MBG) - Tandatangani Petisi! https://t.co/JxLvZ6T9a8 lewat @ChangeOrg_ID,netral
"Dulu Mereka yang di Ranah Minang Mati Matian Untuk Meningkatkan Pendidikan karena Mereka Sadar dengan kecerdasan masyarakat negara ini bisa maju 

Tapi sekarang Pendidikan Malah dikerdilkan 
APBN 2026 , Sebanyak Rp 223,6 Triliun anggaran Pendidikan dialihkan Untuk MBG https://t.co/nLH6HNLefB",negatif
😘😘🍀☀️ https://t.co/CbUeZYsikG,netral
"Gini mas @budimandjatmiko , programnya pak Prabowo itu bagus ,baik yang jadi masalah itu eksekusi dilapangan nya , sampeyan kok ga paham paham ,kami rakyat tidak menolak Lo program nya pak Prabowo termasuk MBG, yang jadi masalah itu ,semuanya tidak sesuai yang di harapkan , malah",negatif
@nozelism adanya 19 juta ompreng mbg,netral
"Jadi tadi gua beli makan, yg buka cuma warung dengan gerobak bertuliskan Mie Keriting. Tapi jenis gerobaknya tuh gerobak mie ayam. Gua bingung nih mau bilang “bu pesen mie ayam” atau “bu pesen mi keriting”.

Akhirnya gua ikutin aja si tulisan itu.
“Bu mau pesen mie keriting”

Dan",negatif
Moratorium dan Perombakan Total Program Makan Bergizi Gratis (MBG) - Tandatangani Petisi! https://t.co/vx34qLpXor lewat @ChangeOrg_ID,netral
"Santri keracunan MBG lagi 😓 
Setelah cilegon, kini Desa Pilangwetan Kebonagung (Demak)..?

Kalo gini terus - MBG adl Momok Beracun Gratis..😒 https://t.co/e4HZTANEwD",negatif
MBG MBG MY BINI MY BABY GIRL https://t.co/07aQ6Dutmu,netral
MBG (Makan Bergizi Gratis) adalah bukti bahwa kepedulian bisa diwujudkan dalam tindakan nyata. Hasil riset MBG https://t.co/7wLcLSKV2J,positif
"Katanya MBG itu Makan Bergizi Gratis. Tapi anggaran untuk makanan malah yang paling kecil.

Malah yang dapat gizi bukan para penerima manfaat, justru para pejabatnya. https://t.co/4ExzsfpZsx",negatif
@SungaiNil3 @JowoNgalam . Dari awal di laksanakan program MBG sampai saat ini. Tidak ada satupun makanan yg bergizi. Sebaliknya MBG itu makanan bergizi gratis,positif
@outhophile liburkan MBG biarkan fandezz yang memasak,negatif
@intinyadeh MBG MEMATIKAN BISNIS UMKM LAIN 😔 https://t.co/GuWwNWirHd,negatif
Moratorium dan Perombakan Total Program Makan Bergizi Gratis (MBG) - Tandatangani Petisi! https://t.co/ZkHD9FXeVM via @ChangeOrg_ID,netral
"Sekarang nih ya kalo nemu pasien bocil usia sekolah dateng ke IGD dengan keluhan diare/mual muntah/nyeri perut, terus kita tanya, “habis makan apa?”

Rata-rata mereka jawabnya 

“Habis makan MBG” 😭😭",negatif
"Kehadiran kantor gizi di berbagai daerah menunjukkan langkah nyata pemerintah memperluas layanan kesehatan dan pendampingan gizi lebih dekat ke warga. Upaya ini membantu jaga keberlanjutan MBG, sehingga publik punya alasan kuat untuk terus #DukungMBG demi generasi sehat https://t.co/uFRxujMOdu",positif
"Salah satu alasan utama saya tidak pernah berzakat ke Baznas dan memilih lembaga lain, or even better langsung ke mustahiq.

Alasan lainnya: Isu bahwa sebagian akan diteruskan ke MBG.",negatif
"&gt; Lagi browsing wikipedia versi Bahasa Indonesia.
&gt; Ada artikel soal MBG.
&gt; Baca-baca, ketemu lagi artikel judulnya “Daftar kasus keracunan makanan massal di dunia“
&gt; List kejadian di Indonesia paling panjang dan lengkap.
&gt; ""Oalah pantesan""",negatif
"Pie to ki sakjane? Kok nggatheli bangett.

Kita masih menganut trias politika gak, sih?? Ngapain politikus eksekutif, sebagai petugas pelaksana penyelenggara negara, ngasih arahan ke ketua-ketua DPRD, yang pada tupoksinya melaksanakan pengawasan??

Asu, kakeane, rak nalar blass!",negatif
"Haii -rek AKU OPENN PO H+1 Dimsum mentai ,Dimsum Cheseee Pemesanan baru dibikinin. jadi pastinya enakkkk
banyakkk isi udah tercantum di pricelist yaa(profil). Mau ditambah tulisan juga bisaa
Belum nyoba pasti gatau rasanya, baruan cobain!! @littlebicthhh https://t.co/T54GJgtN8s",positif
"8 Potensi korupsi pada program MBG🚨

1. Regulasi pelaksanaan belum memadai.

2. Mekanisme bantuan pemerintah dinilai berisiko memperpanjang rantai birokrasi: praktik renre serta mengurangi porsi anggaran bahan pangan akibat potongan biaya operasional dan sewa.

3. Pendekatan https://t.co/30Al00DN0c",negatif
"@didepancangkir sebenernya operator mbg yang kurang gizi, terlihat dari caranya berpikir, spt orang tidak pernah dpt asupan gizi otaknya",negatif
"@SungaiNil3 Padahal rakyat sudah pada mau mati krn mbg dan efisiensi, si tb malah mandi bunga",negatif
"@dombrenk_ @azwardiiqbal mbg dan 19 juta lapangan pekerjaan, wkwkwk ...

hrs berserikat, berkomunitas, gerakan ekonomi komunitas dg uang kebebasan , yg mampu bantu dulu yg blm mampu",netral
"Kalau ada orang harinya diisi olahraga dari pagi sampe sore biarin aja itu orgil

Enaknya habis ini makan mi rebus atau apa ya, seharian banget:')",negatif
"@yukitawor @florieliciouss @FDonghun @Ndons_Back @Masdjodi1 @jametkunx @IrawanRommi @Kimberley_PS08 @KiEdySularno @jatmiko99604253 @coldbrew165 Biar SDM Unggul bertabur di negeri ini

jepang adakan MBG sejak 138 tahun lalu kalau gak salah sekarang bertabur bintang

Setelah bertabur bintang dan pendapatan per kapita tinggi baru bisa dikurangi MBG",positif
"Hampir sebulan nganggur, dah dapet 3 kali tawaran buat kerja di mbg tapi gw tolak dengan alasan mau leha2 nikmatin waktu dulu. Dahal mah karena gw emang ogah ama pemrentah. Palagi tiap hari bawaannya pen maki2 pemrentah mulu.",negatif
"Puluhan santri MTS Al Inayah, Cibeber, Cilegon Kamis 16/4/2026 keracunan MBG.

Harusnya si Dadan botak dg buzzernya yg ngerasain racun MBG.

Proyek Sampah https://t.co/qjYTNNfaz8",negatif
@kenhans03 @NgkongRoses Ya MBG memang tai banget kukira dulu mau menghidupkan UMKM padahal justru sebaliknya,negatif
"@mynameisfrans_ @18fesss ekonomi global, konspirasi uya kuya punya ratusan dapur mbg, cara semut olah makanan, masak pokcoy simpel ala resto chinese, perbandingan rasa sei babi sama sei sapi, dah gua kasih banyak bahan tuh",positif
💋💋💋💋💋 https://t.co/J0cY9pqCJv,netral
@piyopikavet kita butuh banget program eradikasi kaya di NZ dok walaupun lebih penting duitnya buat MBG🤣,positif
"@urwaifu05 @baseconvo Padahal mbg banyak ngambil duit dari pendidikan dan kesehatan, kok masih aja denial",negatif
"Aku tuh ya liat mukanya si uya enek bgt
Dulu jaman pilkada sering bolak balik ke rmh rt d rmh , biasa cari dukungan.
Sekarang aya tingkahnya bikin enek 
Pantas aja jadi program sakti ternyata banyak elite bermain dlm embegeh 

Yg kaya makin kaya 
Mana UMKM di libatkan seperti https://t.co/bNwp2hggsv",negatif
"Lama lama aku editin juga 2 bias mbg kekasihku 
Sama kayak Ryul Haerin🫂",negatif
@loafingsean mbg imutt kiyutttt❤️❤️❤️,negatif
