full_text,sentimen
"Promo makan murah‼️
Mie gacoan ada voucher diskon shopeefood 100% &amp; voucher diskon resto 40%

• voucher diskon shopeefood 100% 
klaim disini: https://t.co/z3zG8plrpm
• voucher diskon resto
klaim disini: https://t.co/Dm6ZhRPNFR

- shopeefood promo diskon januari https://t.co/EFxj2UyVmM",Netral
"⚡️ Arcadia in Jakarta Freebies by @conbek614_ ⚡️

📍 Balai Sarbini
🗓️  31 Januari 2026
⚠️  limited qty

How to claim: 
- RT &amp; Like this tweet
- Just say 'hi' to me
- Kindly tag me if u get the freebies

See you!💛💛💛

#ArcadiaJAKARTA https://t.co/uRqFOmOoOD",Netral
"MAKAN SIANG GRATIS DI MASJID
Tidak apa-apa, mungkin niat awalnya sekedar cari makan. Tapi insyaallah lama lama jadi terbiasa sholat jamaah di Masjid. https://t.co/ZXinRazdBf",Positif
"“Kalau ini dilompati atas nama program makan bergizi gratis, saya kira ini tidak adil,” ujarnya. Ia mengingatkan, kondisi tersebut justru berisiko mempergelap masa depan pendidikan.

Tonton selengkapnya di film dokumenter “Tak Ada Makan Siang Gratis”
https://t.co/VukCtrNrMB",Negatif
"Bayangkan jika setiap sekolah memiliki kantin sehat. Anak-anak bisa makan pada setiap jam istirahat dengan menu sayur asam yang hangat, sayur lodeh yang baru matang, telur dadar, ayam goreng, hingga potongan semangka segar. Namun gagasan sesederhana itu justru tidak dipilih https://t.co/u23JjROi9Z",Positif
"“Tak Ada Makan Siang Gratis” hari ini pukul 12.00 WIB di youtube Watchdoc Documentary.

https://t.co/VukCtrNrMB

Film ini salah satunya bercerita tentang warga Pati yang merasakan langsung dampak kebijakan efisiensi anggaran. Kenaikan PBB dan beban hidup yang bertambah adalah https://t.co/OerXXs1EpE",Netral
@itsquaileggs semua anggaran boleh di potong kecuali bisnis makan siang gratis 🤭🤭🤭,Netral
":( still my biggest what if... what if Indonesian people are aware enough to not vote for him as a president.... karena dari awal visi misinya pun udah jelas, terpampang ada program makan siang gratis, kenaikan gaji para pejabat...",Positif
"ga semua hal tu bisa km dapetin gratis scra cuma-cuma ya, ntah minta pap lah ntah mo liat aku mandi lah, ntah apalahh ihhhh☺️
tidak ada makan siang gratis broo~",Negatif
"Promo makan murah‼️
Mie gacoan ada voucher diskon shopeefood 100% &amp; voucher diskon resto 40%

• voucher diskon shopeefood 100% 
klaim disini: https://t.co/1mdNUeU7B6
• voucher diskon resto
klaim disini: https://t.co/8uZSXrMuno

- shopeefood promo diskon februari https://t.co/8XwXMrbZ5M",Netral
Tidak ada makan siang gratis,Negatif
"@ghozyulhaq sy ok aja model kyk gitu diterapkan, asal BPJS TK &amp; Kesehatan gratis, bootcamp IT/AI/Cybersecurity, sekolah gratis, makan siang gratis, perumahan murah, angkot gratis. 

asal pemerintah ngga korup &amp; kerja 7/24/365",Netral
"Pagi 🌞
Udah februari aja ya weekend pula full hujan pula disini. 
Semoga full bahagia ya kita di bulan ini (⁠人⁠ ⁠•͈⁠ᴗ⁠•͈⁠) https://t.co/xpMjAiLFUv",Positif
"Yang lagi di Belanda boleh merapat, sy kasih ilmu CCS dan makan siang gratis deh 😃 https://t.co/y7kVV6Hn1Q",Netral
"@JJRizal MBG itu PROYEK, bukan PROGRAM. Tak tak ada makan siang gratis, pdhl rakyat bayar lewat pajak, masuk APBN, duitnya balik lg utk kasih makan mrk. Gratisnya dimana? Yg bergizi nya siapa? Rakyat atau pengusaha katering yg notabene msh dilingkaran situ2 jg? Duit rakyat tak lari kemana https://t.co/KRfkOW7Qpd",Negatif
"Program penghematan anggaran jangan sampai mengorbankan gizi anak sekolah karena pemberian makan siang gratis adalah bukti kerja nyata pemerintah dalam mendukung kesehatan generasi muda kita 
@LanjutkanMBG 

Siaga Gerak Cepat Indihome OFFGUNFUNNIGHT X DT Jumat https://t.co/ZWMvLm2JCW",Positif
"INGAT . . . . . . ❗

Tidak Ada Makan Siang Yang Benar - Benar
GRATIS .

Dibalik Narasi Perut Kenyang , Tersimpan AGENDA BESAR Yang Jarang Dibicarakan.
( Seminar / Diskusi Publik )

Siapa Sebenarnya Yang Menikmati  . . . ?? https://t.co/OaGU52THWf",Positif
pahami.. istilah ‘ga ada makan siang gratis’ 🙃,Negatif
"LAGI LAGI DAN LAGI 

Sebanyak 157 siswa SD, SMP, SMA, dan SMK di Salakan Keracunan Makan Bergizi Gratis.

Berdasarkan pantauan kejadian tersebut berlokasi di SD, SMP, SMA, dan SMK di Salakan, Kabupaten Banggai Kepulauan, Sulawesi Tengah.

Keracunan Makan Siang Gratis (MBG) https://t.co/1WqU7niDEd",Netral
"HELP RT

Hallo, aku open titip berbagi jum'at berkah makanan ""Rice Bowl Ayam Teriyaki"" 

💸 10.000/porsi (tdk ad minimal pembelian)

Makanan akan dibagikan ke masyarakat sekitar yg membutuhkan/pekerja dijalan ya. Yuk yg mau titip bisa dm or lgsg wa aku yuk😍 https://t.co/OiCFMuw1jw",Positif
"Lebih baik menyalakan sebatang lilin daripada mengutuk kegelapan sepanjang malam

Warung Mie Aceh di Jalan Sumeru, Kota Bogor menggratiskan semua menunya untuk para mahasiswa perantau yang keluarganya terdampak bencana di Sumatra. https://t.co/zboUmDkkH1",Positif
"MBG Makanan bergizi gratis. 
Bergizinya bohong.
Gratisnya juga bohong sebab dananya dari APBN yg sumbernya dari pajak rakyat. https://t.co/PM4ji0G9jw",Negatif
"Inget,
Kgak ada makan siang gratis.. https://t.co/c3mmEoUjkb",Negatif
"@indepenSumatera Kampanye 2024 ""MAKAN SIANG GRATIS""
 diubah menjadi ""MAKAN BERGIZI GRATIS""

Oke ,Gak ada didunia ini Makan siang yg Gratis (terlalu bohong dgn programnya) tetiba auto di iming2i Makan yg BERGIZI n menjadilah MBG 
Makan Belatung Gratis
Makan Busuk Gratis
Makan Berulat Gratis n",Negatif
"Selamat Ulang Tahun ke-25 BPOM. 25 tahun tahun bukan sekedar angka, tetapi bukti komitmen mengawal keamanan Obat dan Makanan.  Momentum ulang tahun ini diwujudkan melalui gerakan tanam pohon serentak dan makan siang gratis bagi masyarakat sekitar karena kesehatan... https://t.co/a8fGLuSaof",Positif
"buat apa sih pendidikan, makan siang gratis ajah mau? https://t.co/EXAMlS99jH",Negatif
"Selamat malam minggu, cie malam mingguan di luar. 
Kayak ga punya rumah aja (⁠╥⁠﹏⁠╥⁠)

Absen di sini coba ⬇️ 60 menit tutup (⁠◕⁠ᴗ⁠◕⁠✿⁠)",Netral
"di sisi lain, ini realisasi dari (satu-satunya?) janji kampanye Pemilu, dan secara demokratis mayoritas masyarakat Indonesia secara kolektif telah menyatakan lebih memilih makan siang gratis ketimbang mengkuliahkan sebagian kecil (&lt;10%) masyarakat",Netral
@msaid_didu Tak ada makan siang gratis pak Didu...sang pengkhianat itu lagi usaha dapat tulang yg lebih besar dr tuannya segitunya dia cari makan kan bgs*t!!!,Negatif
"Prinsip ekonomi kuno: Tidak ada makan siang gratis, dan dalam dunia investasi, jika sesuatu terdengar terlalu bagus untuk menjadi kenyataan, biasanya itu adalah perangkap.",Negatif
"aduhh phuwin kalau cintaku padamu diuangkan udah cukup untuk anggaran makan siang gratis untuk seluruh anak indonesia dengan menu bakes salmon rice with mozarella and truffle sauce 🤤

#MeAndTheeSeriesFinalEP https://t.co/1zENxFdEvv",Positif
Kalo nanti ada Guru Honorer mu yang mengundurkan diri dan beralih profesi menjadi Sopir Makan Siang Gratis jangan disalahkan dan jangan ditangisi ya nak..krena Gajinya lebih gedean https://t.co/rqTX1yjqmC,Negatif
"🔴Ironi Negeri: Antara Kesulitan Pangan (Korban Bencana) dan Penghambur-hamburan Pangan (MBG)

Di sejumlah wilayah Sumatera, korban banjir bandang masih berjibaku dengan keterbatasan pangan. Balita dan anak-anak terpaksa bertahan dengan mi instan berhari-hari, sementara dapur https://t.co/9hNulPXnpO",Netral
Tidak semua orang mengerti dan paham proyek MBG ini. Contohnya kaum makan siang gratis. https://t.co/w632pZNRMH,Negatif
"Berkat Kerja Nyata penyediaan makan siang gratis di sekolah kini banyak siswa yang merasa terbantu karena bisa menyisihkan uang jajan untuk keperluan lain
#LanjutkanMBG

PSN Papua JOONGDUNK JAIDEE FM SEOUL Aceh Sumatera Update Aurelie https://t.co/DVLTukcjIK",Positif
"Sebelum program ini bernama MBG, dulunya Makan Siang Gratis. 

Aku selalu bilang, ""There is no such thing as free lunch."" 

Bakal adanya trade-off antara satu dan lainnya. 
Akan ada biaya yang tidak terlihat.",Positif
"#PrabowoPresidenTerpasung
#PrabowoPresidenTerpasung 
Mirage , Food estate .. program makan Siang gratis hutang China , yg bayar Rakyat di framing gratis . Pembodohan rakyat sejak ada MBG harga kebutuhan pokok naik .. https://t.co/unXqvwsaG5",Negatif
@melodyeess Gaada makan siang gratis,Netral
"@HabibKun4 Tidak ada makan siang gratis. Anda mungkin bisa membodohi org lain, tpi tidak dengan saya.",Negatif
"Benar kata pepatah ""tidak ada makan siang gratis"" karena semua pun akan berbayar. Bahkan @grok dari X pun berbayar jika ingin dapatkan layanan. Entah ini kebijakan internal dari X atau ada 'kewajiban' dari @kemkomdigi sbg setoran rutin aplikasi jika ingin tidak mau diblokir.",Negatif
"@tanyakanrl Makan Beracun Gratis
Makan Biar Gendut
Makan Belatung Gratis
Makan Berulat Gratis
Makan Basi Gratis
Makan Benyek Gratis
Makan Bau Gratis

Ada lagi?",Negatif
Anjay makan siang gratis buat ojol dan masyarakat umum… #24jamcctv #polisi #fyp #kontenviral https://t.co/ceHpmfOKwg,Netral
"2.2 START MALEM INI JAM 20:00 ‼️

claim semua vouchernya sekarang👇🏻
https://t.co/TABBL1itt9

jadwal voc👇🏻

DISKON 10RB 3X sesi
minbel 10rb (BISA GRATIS)
⏱️00:00|12:00|20:00

DISKON 99% 20RB ⏱️20:00
minbel 20rb

DISKON 99% 30RB ⏱️21:00 
minbel 30rb

DISKON 99% 50RB ⏱️22:00
minbel https://t.co/PdhKHnLiPp",Netral
"Puluhan Siswa dan Balita dari Desa Bandar Baro dan Blang Nisam dilarikan ke Puskesmas dan Rumah Sakit Umum Daerah (RSUD) karena diduga keracunan usai menyantap Makan Bergizi Gratis (MBG), pada Jumat (23/1).

Situasi kepanikan muncul sejak Jumat siang hingga malam hari, ketika https://t.co/BvVUpsAmL6",Netral
"@txtdrimedia Rakyat lebih membutuhkan listrik dan air gratis, dari pada makan siang gratis untuk anak sekolah. Warga Indonesia masih mampu memberikan makan siang untuk anak anaknya.",Positif
"@tanyarlfes inilah pentingnya memilih pemimpin yg bernalar☝🏻
bukan yg tiap diajuin pertanyaan semua solusinya makan siang gratis",Positif
"@yogieprtmdj @arrwe3n Bagian mana ya kak yang ga bisa diprediksi?

1. Prabowo secara sangat jelas dan terbuka menyampaikan keberpihakannya kepada israel di masa kampanye
2. Prabowo secara sangat jelas dan terbuka menyampaikan bahwa anggaran makan siang gratis akan diambil dari dana pendidikan",Positif
"📢UPDATE HARGA: PALING MURAH GAK ADA LAWAN‼️SPESIAL PERSIAPAN RAMADHAN‼️
⁣⁣⁣⁣⁣
*S&amp;K Berlaku⁣⁣⁣⁣⁣⁣⁣⁣
Periode : 31 Januari &amp; 28 Januari - 03 Februari 2026⁣⁣ https://t.co/sjfgzdIysO",Positif
"@dosenkesmas Pake istilah MSG aja kali ya
Makan Siang Gratis (MSG), krn kandungan gizinya so so aja",Positif
Jangan khawatir karena ada program MBG. Meskipun nganggur tetap bisa makan siang gratis. 😂😂😂 https://t.co/eelMwUQajn,Positif
"@geloraco Dari kalimat itu bisa disimpulkan menerima tapi nilainya bukan segitu.

Ingat Makan siang gratis cuma MBG",Negatif
@jauharsyh @txtdarionlshop Betul. Makan tiap jumatan cari aja mesjid. Lumayan dapet makan siang gratis. Tempat tinggal jd marbot aja bayar sebulan 300 rb. Sisanya all in top up,Positif
"Tak mudah jadi rakyat kecil di negeri ini: 
1. Jualan es, dituduh pakai spons, dianiayai. 
2. Bela istri kena jambret, dijadikan tersangka.
3. Sbg guru yg ingatkan siswa, dilaporkan polisi.
4. Anak sekolah, dikasih makan siang gratis, tapi sebagian bermasalah, bahkan keracunan. https://t.co/ertVyxHhUJ",Negatif
"@VeritasArdentur Betul banget, didanai si Botak, emang itu sedekah apa? Gak ada makan siang gratis! Even MBG aja pake duit Rakyat!!!",Negatif
"Puluhan siswa di Muaro Jambi, Jambi, dilaporkan diduga mengalami keracunan usai menyantap makan bergizi gratis (MBG) dari sekolah. Mereka mengalami diare dan muntah-muntah setelah pulang sekolah.

Sejak Jumat (30/1/2026) siang, para siswa itu dilarikan ke RSUD Ahmad Ripin https://t.co/M0xjRtfcVs",Netral
"🎆🎊DISKON TAHUN BARU NANTI MALEM‼️🎉

✅DISKON 99% 100RB
✅DISKON 99% 5RB
✅DISKON SPL 110RB minbel 500RB

🗓️berlaku 1 JANUARI 2026 
⏱️00:00|12:00|20:00

CLAIM SEKARANG DI SINI👇🏻
https://t.co/Wqhvbq4J8l
scroll bawah claimnya

Diskonan pertama 2026 😁 https://t.co/orfSmy9khQ",Netral
"@sosmedkeras Tahu kan sekarang kenapa pendidikan seharusnya lebih utama dari sekedar makan siang gratis, eh tidak ada makan siang gratis..",Negatif
"@TirtoID Tidak ada makan siang gratis.

Begitu pula dengan tambang.

Tidak ada konsesi tambang yang gratis 🙏.",Negatif
"@tempodotco tujuan awal mengatasi stunting, metode makan siang gratis dengan kualitas yg tidak sama,  uji hasil lewat tes IQ

rasanya MBG salah target
hasilnya membuat kaget
jaka sembung bawa golok
tidak nyambung ......",Negatif
"🌙✨ 𝐁𝐢𝐬𝐦𝐢𝐥𝐥𝐚𝐡 𝟏 𝐅𝐞𝐛𝐫𝐮𝐚𝐫𝐢 𝟐𝟎𝟐𝟔 ✨🌙
🤍🕊️ Hasbunallah wanikmal wakil 🕊️🤍

🌸 Ya Allah jadikanlah di bulan ini bertaburan berkah 🌸
👣 dikuatkan langkah, 💫 rezeki yang berlimpah💰
🤲 segala urusan dipermudah 🌿
✨ semua do’a dan harapan diijabah 🤍",Positif
"// makan siang gratisnya terlansana kok gengs, positif thinking aja dia lagi mencicil janjinya. Pertahun 1 janji mungkin",Positif
"""Makan Siang Gratis"" jangan2... https://t.co/b7Gqw9VHdj",Positif
"Tugas pemimpin bukan sekedar memberikan makan siang gratis. Saya sangat setuju, dari pertama MBG dibuat tujuannya biar rakyat berterima kasih &amp; 2029 milih dia lagi. Proyek tidak tepat sasaran, sgt rawan korupsi dan nepotisme. Sialnya lg ambil dari dana pendidikan. https://t.co/ZnBirdQ9zI",Negatif
"@B4n6_H4n5 Berkali-kali saya juga memandang ini sebagai “tidak ada makan siang gratis” yang ada adalah program bagi-bagi proyek, strategi kekuatan politik demi loyalitas. 
Jadi, mencerdaskan kehidupan bangsa itu hanya angan-angan yang diomon-omon.",Negatif
"Polres Metro Jakarta Selatan kembali menunjukkan kepeduliannya terhadap masyarakat melalui program “Polri Peduli”. Pada hari ini, jajaran Polres Metro Jakarta Selatan turun langsung ke lapangan untuk melaksanakan pembagian paket makan siang gratis kepada warga di kawasan Pancoran https://t.co/lIsbecQBls",Netral
Dikasih makan siang gratis sama OB kantor. MasyaAllah jum'at berkah pertama di tahun ini😇 https://t.co/QDRmbxmTya,Positif
Tidak Ada Makan Siang Gratis; Representasi Budaya dalam Kritik Program MBG https://t.co/ipOek4IzL7,Negatif
"Congrats, nikmatin makan siang gratis kamu. Tanpa perlu mikir gimana bayar rumah, bayar pajak motor, bayar bensin, bayar jalan jalan, serta kebutuhan lain krn punya pemerintahan yang TOLOL",Positif
"menu makan selama setahun :
senin = nasi + kecap
selasa = nasi + garem
rabu = nasi + kerupuk
kamis = nasi + nugget 3 biji 
jumat = nasi + telur dadar (bagi 2 sama makan siang)
sabtu = nasi + sayur asem (yg enak dlu)
minggu = indomie
selamat mencoba👍🏻",Positif
"makan siang gratis tipis"" https://t.co/tump6fJX0W",Positif
Inilah saatnya kita bersatu mendukung program Makan Bergizi Gratis demi mewujudkan cita-cita besar bangsa Indonesia memiliki sumber daya manusia yang berkualitas dan berdaya saing tinggi #MBG #IndonesiaSehat #IndonesiaEmas https://t.co/3yrOgyokMS,Positif
"Dari jaman dulu, semakin mustahil sesuatu, semakin dikejar orang. 

Firaun, mau hidup selamanya, makanya ada Mummy. 
Qin Shi Huang, mau mati bawa tentara, makanya ada Terracota. 

Orang jaman sekarang, mau makan siang gratis, dan investasi pasti cuan no risk. 

Ga beda 🤷🏻",Positif
Mana nih makan siang gratis gua? (Hari ke460),Netral
TAK ADA MAKAN SIANG GRATIS | Kelindan Kepentingan di Balik Program MBG https://t.co/OIFdH7hhCt lewat @YouTube,Negatif
Lah kan kemarin lebih milih makan siang gratis dari pada pendidikan gratis 😂,Negatif
"MasyaAllah tiap hari menyediakan makan siang gratis

HARI KE 555 MASJID MAKAN MAKAN

Bismillah ini adalah salah satu Iktiar kami agar Masjid lebih makmur dan lebih banyak orang yang Kembali kemasjid 🙏🏻🕋

https://t.co/n2BecffBUC https://t.co/EqNkUscvco",Positif
"Anak hasil pernikahan siri akan diberi makan siang gratis, anak putus sekolah juga akan diberi makan siang gratis bukan sekolah gratis. Semakin hari semakin gajelas",Negatif
"sadar diri, ga ada makan siang gratis",Negatif
"@lelahbangetz @tekarok007 Haha, oke, sarkasnya lanjut ya? Bayar guru dan makan siang gratis bisa bareng kok, asal dari pajak yang terkumpul. Makan siang bikin anak fokus belajar, guru dibayar layak biar ngajarnya mantap. Dua-duanya ngebantu pendidikan jadi top! Semua dari cycle welfare tadi. Gimana,",Positif
Mana nih makan siang gratis gua? (Hari ke456),Netral
"Gw dan keluarga besar menolak MBG

ga perlu makan siang gratis

Krn kita mampu",Negatif
"Dukung bersama Program Makan Bergizi Gratis. Membuaat masa depan anak-anak menjadi cerah dan membentuk SDM yang unggul dan membanggakan.
#FaktaIndonesia
#MakanBergiziGratis
#DukungMakanBergiziGratis
#DukungProgramMakanBergiziGratis https://t.co/ItTjEGUfsw",Positif
"NEED PENDIDIKAN GRATIS ANJAY

😭😭😭😭😭😭😭😭 

BUKAN MAKAN SIANG GRATIS",Negatif
Mana nih makan siang gratis gua? (Hari ke449),Netral
"Dukung bersama Program Makan Bergizi Gratis. Membuaat masa depan anak-anak menjadi cerah dan membentuk SDM yang unggul dan membanggakan.
#FaktaIndonesia
#MakanBergiziGratis
#DukungMakanBergiziGratis
#DukungProgramMakanBergiziGratis https://t.co/qsE3m7gs9g",Positif
"Program Makan Bergizi Gratis menjadi langkah strategis membangun kualitas generasi melalui pemenuhan gizi yang merata, berkelanjutan, dan berdampak luas #MBG #IndonesiaEmas2045 https://t.co/PqwhGjrhUF",Positif
Alhamdulillah dpt makan siang gratis di masjid after jumatan https://t.co/U9AhlDfuRI,Positif
"Presiden Prabowo Subianto resmi membuka rangkaian retret jilid II Kabinet Merah Putih yang digelar di Padepokan Garuda Yaksa, Desa Bojongkoneng, Hambalang, Bogor, Selasa (6/1/2026) siang. Prabowo menyatakan program Makan Bergizi Gratis (MBG) yang berjalan 1 tahun ini telah https://t.co/m7OImoapgt",Netral
"Polrestabes Palembang Bagikan Makan Siang Gratis Melalui Polsek Sako

Polrestabes Palembang melaksanakan kegiatan sosial berupa pembagian makan siang gratis kepada masyarakat melalui jajaran Polsek Sako Palembang.
 https://t.co/4y3BPwiznM",Netral
Dapet makan siang gratis soalnya kalo perutny kosong nanti ditanemi sawit,Positif
"@cambrianpre @kekavasto @anjody17 Ini bukan sesederhana adu nasib. Malah harusnya negara bsa nyediain air bersih gratis buat rakyat. Apalagi ini buat pegawai kerja di kantor, air minum jdi yg paling mendasar harus tersedia. Masalah uang makan, ga smua ASN dapat &amp; kalaupun dapat itu hak pribadi pegawai makan siang",Negatif
Program Makan Bergizi Gratis untuk anak Indonesia https://t.co/IL39gOMiJb,Netral
kalau lu puasa senin kamis gratis maem bang😭😭🤏🏻,Netral
"@JVLEHA slalu ingat kata ayahku, “tidak ada makan siang yg gratis” , pernah trauma dikontrol cowo karena uang, alhasil jd takut kalo di provide cowo skrg😅",Negatif
"Program Makan Bergizi Gratis mendorong kesehatan, kecerdasan, dan kesejahteraan dengan memastikan asupan gizi seimbang bagi kelompok yang paling membutuhkan #MBG #IndonesiaEmas2045 https://t.co/Y6iC0bq9Tn",Netral
"tidak ada makan siang gratis, literally",Negatif
"mantap, media luar udah pada was-was independensi BI ambruk gara-gara ini wkwkwk apakah BI akan ""dikendalikan"" presiden, trs suku bunga diturunin paksa buat makan siang gratis mulu? da real nepotisme level dewa.😂",Negatif
"Makan Gratis untuk Perantau Aceh, Sumut &amp; Sumbar di Yogyakarta!

mampir ke Gudeg Yu Djum Pusat Cabang Manggungan — makan GRATIS setiap hari!

Caranya:
• Tunjukkan KTP Aceh/Sumut/Sumbar
• Berlaku 5–19 Desember 2025
• Jam 10.00–18.00 WIB
• 150 porsi/hari

Ajak teman perantau https://t.co/XpiX1CAZVD",Netral
"Dukung program Makan Bergizi Gratis untuk pemenuhan gizi anak bangsa, anak Indonesia cerdas https://t.co/kh1iHxfBUj",Netral
"Polrestabes Palembang Salurkan Makan Siang Gratis Melalui Polsek Plaju Palembang

Sebagai wujud kepedulian terhadap masyarakat, Polrestabes Palembang kembali melaksanakan kegiatan sosial dengan menyalurkan makan siang gratis
                 https://t.co/MeqaK85Cbl",Netral
"Warung Makan Jasa Ayah di Jl. Candi Trowulan, Lowokwaru, Malang, memberikan makan gratis sepuasnya untuk warga perantauan Aceh. Cukup tunjukkan KTP Aceh di kasir. Program ini khusus untuk bantu mahasiswa/perantau asal Aceh. 💛 oyi https://t.co/4eAZAgza04",Positif
"Redmi Note 15 Pro Spesifikasi Bicara Nyaring, Kinerja Menahan Rasa Lapar Makan Siang Gratis

https://t.co/991LhvZg1h",Netral
🛎FREE?? Yes sir!! You dapat 2 FREE item bila beli Signature Box🍱 dari 3 hingga 5 Februari 2026 ni okey🏂 https://t.co/iEpiVK8z58,Netral
"Polrestabes Palembang Bagikan Makan Siang Gratis Melalui Polsek Ilir Timur I
Polrestabes Palembang melaksanakan kegiatan sosial berupa pembagian makan siang gratis kepada masyarakat melalui jajaran Polsek Ilir Timur I Palembang sebagai bentuk kepedulian Polri terhadap warga. https://t.co/fa3jrI9u3A",Netral
"@bagindo_kopi Kadang berita tanpa fakta adalah makan siang gratis bagi propaganda, bunyi tapi sunyi lebih hikmat saat pikiran dipenuhi tanda tanya. 
Dari awal negara dan rakyat sudah disuguhi kemiskinan lewat propaganda dan tekanan sumberdaya. 
Sda dikeruk, rakyat dimiskinkan perut dan pikiran",Negatif
"Makan Bergizi Gratis

Caranya @grok 
Pakai pakaian Rapi
Datangi Orang Hajatan
Duduk Manis nunggu Hidangan diantar, atau langsung ke tempat makanan

Kalau Diusir, jawab begini
Ini Hajatan kan Syukuran. Saya minta makan. Makanan ini tidak dijual untuk orang yang mau Bayar pakai",Positif
"Jumat Berkah bagi-bagi makan siang gratis di Masjid Baitil Ma'mur, Komplek Islamic Kelapa Dua, Kab. Tangerang, Jumat (9/1/2026). https://t.co/wXvTjDEzBA",Netral
"Promo makan murah‼️
Mie gacoan ada voucher diskon shopeefood 100% &amp; voucher diskon resto 40%

• voucher diskon shopeefood 100% 
klaim disini: https://t.co/OMwogHqqmC
• voucher diskon resto
klaim disini: https://t.co/pTi5jguchy

- shopeefood promo diskon januari https://t.co/De0H9rMxIx",Netral
Mana nih makan siang gratis gua? (Hari ke468),Netral
"Polrestabes Palembang Bagikan Makan Siang Gratis Melalui Polsek Ilir Timur I.

Polrestabes Palembang melaksanakan kegiatan sosial berupa pembagian makan siang gratis kepada masyarakat melalui jajaran Polsek Ilir Timur I Palembang sebagai bentuk kepedulian Polri terhadap warga https://t.co/oy2yXvhQrx",Netral
Tragedi keracunan Makan Bergizi Gratis (MBG) kembali pecah di Muaro Jambi (30/1/2026). Setidaknya siswa dari 7 sekolah dilarikan ke RSUD Ahmad Ripin setelah menyantap menu soto siang tadi.,Netral
@yaniarsim @prabowo Keren! Makanan bergizi gratis atau makan siang gratis gagasan presidenku yg maha gemoy lagi maha chubby. Lanjutkan 3 periode!,Positif
"@worksfess Take sih, makan siang tuh bisa hemat 15-30rb per hari. Bahkan ada coffee break, membership gym, dan lagi asuransi ✨swasta✨",Positif
"@NenkMonica Jgn lupa setor ke yg "" saya titip Pati "".
Mana ada makan siang gratis sih.
Wekkekekekkeke",Positif
@CindyHapsari_ Oh iya dan juga kamu gaada singgung soal korban anak-anak yang keracunan karena makan siang gratis.,Negatif
@erocryptoo tapi presiden kita fokus makan siang gratis bukan?  ahh sudahlah....,Negatif
"@tianxvuning Nol nol, macem angka nol lah aku 😤 WOW MIE AYAAAM 🤤🤤 Ge, kalau ikut kesana bisa dapet mie ayam gratis seumur hidup ga??",Positif
"Kolaborasi Muhammadiyah dan BGN, Perluas Layanan Makan Bergizi Gratis

https://t.co/N5rDHRvNlT

#Muhammadiyah",Netral
"Menu makan siangnya gratis alias di traktir, makasih yg udah bayarin ini semua sering-sering ya😂🤲 https://t.co/XeTELCfGw1",Positif
"Juara Baru NKRI setelah Makan Siang Gratis adalah KOPERASI Merah PUTIH.

That's it.

&gt;&gt;",Positif
Kita punya program makan siang gratis artinya apa ? BINATANGNYA KITA GEMUK'AN baru paham saya kalau Makan Siang Gratis untuk menggemukan binatang di Kebun Binatang.,Positif
"Polrestabes Palembang Bagikan Makan Siang Gratis Melalui Polsek Ilir Timur I

Polrestabes Palembang melaksanakan kegiatan sosial berupa pembagian makan siang gratis kepada masyarakat melalui jajaran Polsek Ilir Timur I Palembang . https://t.co/lla7lSkmbP",Netral
"˙⋆✮ 𝘍𝘙𝘌𝘌𝘉𝘐𝘌𝘚 𝘙𝘐𝘐𝘡𝘐𝘕𝘎 𝘓𝘖𝘜𝘋 𝘐𝘕 𝘑𝘈𝘒𝘈𝘙𝘛𝘈 by @hiumustknowme ˙⋆✮

What will you get ?
☆ Chocolate
☆ Soft Cookies

📍: ICE BSD Hall 5-6
📆 : 10 Januari 2026

How to claim:
~ Let's be moots!
~ RT &amp; Like are very appreciate
~ Limited qty

See u briize 💓 https://t.co/3ocEJ6bOqY",Positif
Mana nih makan siang gratis gua? (Hari ke465),Netral
"Dukungan gizi melalui Program Makan Bergizi Gratis membantu anak sekolah meraih prestasi, ibu hamil lebih sehat, dan lansia tetap produktif #MBG #IndonesiaEmas2045 https://t.co/pT5gvxuJik",Netral
"@LexMarteg Anak-anak bisa makan siang gratis. Tp mungkin gk bisa sarapan dan gk bisa makan malam krn telur dan ayam harganya melonjak. Daripada program MBG, mbok ya Sektor pendidikan dibenerin dulu supaya pola pikir anak-anak dimasa depan gk kaya anda😌",Negatif
"Polrestabes Palembang Salurkan Makan Siang Gratis Melalui Polsek Plaju Palembang

Sebagai wujud kepedulian terhadap masyarakat, Polrestabes Palembang kembali melaksanakan kegiatan sosial dengan menyalurkan makan siang gratis melalui jajaran Polsek Plaju https://t.co/CenHl0cXzG",Netral
"Kedepannya
Bakal banyak oranh kayak begini
Contoh
Anak anak pesantren nganu 
Orang orang miskin yg makin banyak hasil turunnya kelas menengah ke bawah

Pendidikan&lt;makan siang gratis
Kurikulum yg amburadul
Kan diajarin disekolah bakal jadi budak bukan pembelajar",Negatif
"Utk Adik2 Mahasiswa Aceh, Sumut dn Sumbar yg sdg kuliah diBogor dn sekitarnya. Klu blm dikirimkn uang utk makan krna musibah banjir,boleh DM MieAceh Semeru atau langsung brkunjung kelokasipukul 12.30-23.00 WIB makanan secara Gratis. Jgn kelaparan di perantauan
Hp 085771808883",Netral
